จังหวัด,อำเภอ,ตำบล,code,หมายเหตุ
สระบุรี,อำเภอหนองแค,โคกตูม,18250,
สระบุรี,อำเภอหนองแค,โคกแย้,18230,
สระบุรี,อำเภอหนองแค,บัวลอย,18230,ยกเว้น นิคมอุตสาหกรรมเครือซิเมนต์ไทยจำกัด ต.บัวลอย ใช้รหัสไปรษณีย์ 18140
สระบุรี,อำเภอหนองแค,ไผ่ต่ำ,18140,
สระบุรี,อำเภอหนองแค,โพนทอง,18250,
สระบุรี,อำเภอหนองแค,ห้วยขมิ้น,18230,
สระบุรี,อำเภอหนองแค,ห้วยทราย,18230,
สระบุรี,อำเภอหนองแค,หนองไข่น้ำ,18140,
สระบุรี,อำเภอหนองแค,หนองแขม,18140,
สระบุรี,อำเภอหนองแค,หนองจิก,18230,
สระบุรี,อำเภอหนองแค,หนองจรเข้,18140,
สระบุรี,อำเภอหนองแค,หนองนาก,18230,
สระบุรี,อำเภอหนองแค,หนองปลาหมอ,18140,
สระบุรี,อำเภอหนองแค,หนองปลิง,18140,
สระบุรี,อำเภอหนองแค,หนองโรง,18140,
สระบุรี,อำเภอวิหารแดง,หนองหมู,18150,
สระบุรี,อำเภอวิหารแดง,บ้านลำ,18150,
สระบุรี,อำเภอวิหารแดง,คลองเรือ,18150,
สระบุรี,อำเภอวิหารแดง,วิหารแดง,18150,
สระบุรี,อำเภอวิหารแดง,หนองสรวง,18150,
สระบุรี,อำเภอวิหารแดง,เจริญธรรม,18150,
สระบุรี,อำเภอหนองแซง,หนองแซง,18170,
สระบุรี,อำเภอหนองแซง,หนองควายโซ,18170,
สระบุรี,อำเภอหนองแซง,หนองหัวโพ,18170,
สระบุรี,อำเภอหนองแซง,หนองสีดา,18170,
สระบุรี,อำเภอหนองแซง,หนองกบ,18170,
สระบุรี,อำเภอหนองแซง,ไก่เส่า,18170,
สระบุรี,อำเภอหนองแซง,โคกสะอาด,18170,
สระบุรี,อำเภอหนองแซง,ม่วงหวาน,18170,
สระบุรี,อำเภอหนองแซง,เขาดิน,18170,
สระบุรี,อำเภอบ้านหมอ,บ้านหมอ,18130,
สระบุรี,อำเภอบ้านหมอ,บางโขมด,18130,ยกเว้น เลขที่ 49 หมู่ที่ 11 บริษัทเหล็กสยาม จำกัด ตำบลบางโขมด ใช้รหัสไปรษณีย์ 18270
สระบุรี,อำเภอบ้านหมอ,สร่างโศก,18130,
สระบุรี,อำเภอบ้านหมอ,ตลาดน้อย,18130,
สระบุรี,อำเภอบ้านหมอ,หรเทพ,18130,ยกเว้น ต.หรเทพ เฉพาะหมู่ที่ 8 ใช้รหัสไปรษณีย์ 18210
สระบุรี,อำเภอบ้านหมอ,โคกใหญ่,18130,
สระบุรี,อำเภอบ้านหมอ,ไผ่ขวาง,18130,
สระบุรี,อำเภอบ้านหมอ,บ้านครัว,18270,
สระบุรี,อำเภอบ้านหมอ,หนองบัว,18130,
สระบุรี,อำเภอดอนพุด,ดอนพุด,18210,
สระบุรี,อำเภอดอนพุด,ไผ่หลิ่ว,18210,
สระบุรี,อำเภอดอนพุด,บ้านหลวง,18210,
สระบุรี,อำเภอดอนพุด,ดงตะงาว,18210,
สระบุรี,อำเภอหนองโดน,หนองโดน,18190,
สระบุรี,อำเภอหนองโดน,บ้านกลับ,18190,
สระบุรี,อำเภอหนองโดน,ดอนทอง,18190,
สระบุรี,อำเภอหนองโดน,บ้านโปร่ง,18190,
สระบุรี,อำเภอพระพุทธบาท,พระพุทธบาท,18120,
สระบุรี,อำเภอพระพุทธบาท,ขุนโขลน,18120,
สระบุรี,อำเภอพระพุทธบาท,ธารเกษม,18120,
สระบุรี,อำเภอพระพุทธบาท,นายาว,18120,
สระบุรี,อำเภอพระพุทธบาท,พุคำจาน,18120,
สระบุรี,อำเภอพระพุทธบาท,เขาวง,18120,
สระบุรี,อำเภอพระพุทธบาท,ห้วยป่าหวาย,18120,
สระบุรี,อำเภอพระพุทธบาท,พุกร่าง,18120,
สระบุรี,อำเภอพระพุทธบาท,หนองแก,18120,
สระบุรี,อำเภอเสาไห้,เสาไห้,18160,
สระบุรี,อำเภอเสาไห้,บ้านยาง,18160,
สระบุรี,อำเภอเสาไห้,หัวปลวก,18160,
สระบุรี,อำเภอเสาไห้,งิ้วงาม,18160,
สระบุรี,อำเภอเสาไห้,ศาลารีไทย,18160,
สระบุรี,อำเภอเสาไห้,ต้นตาล,18160,
สระบุรี,อำเภอเสาไห้,ท่าช้าง,18160,
สระบุรี,อำเภอเสาไห้,พระยาทด,18160,
สระบุรี,อำเภอเสาไห้,ม่วงงาม,18160,
สระบุรี,อำเภอเสาไห้,เริงราง,18160,
สระบุรี,อำเภอเสาไห้,เมืองเก่า,18160,
สระบุรี,อำเภอเสาไห้,สวนดอกไม้,18160,
สระบุรี,อำเภอมวกเหล็ก,มวกเหล็ก,18180,
สระบุรี,อำเภอมวกเหล็ก,มิตรภาพ,18180,
สระบุรี,อำเภอมวกเหล็ก,หนองย่างเสือ,18180,
สระบุรี,อำเภอมวกเหล็ก,ลำสมพุง,30130,
สระบุรี,อำเภอมวกเหล็ก,ลำพญากลาง,30130,
สระบุรี,อำเภอมวกเหล็ก,ซับสนุ่น,18220,
สระบุรี,อำเภอวังม่วง,แสลงพัน,18220,
สระบุรี,อำเภอวังม่วง,คำพราน,18220,
สระบุรี,อำเภอวังม่วง,วังม่วง,18220,
สระบุรี,อำเภอเฉลิมพระเกียรติ,เขาดินพัฒนา,18000,
สระบุรี,อำเภอเฉลิมพระเกียรติ,บ้านแก้ง,18000,
สระบุรี,อำเภอเฉลิมพระเกียรติ,ผึ้งรวง,18000,
สระบุรี,อำเภอเฉลิมพระเกียรติ,พุแค,18240,
สระบุรี,อำเภอเฉลิมพระเกียรติ,ห้วยบง,18000,ยกเว้น ต.ห้วยบง เฉพาะหมู่ที่ 8-9 ใช้รหัสไปรษณีย์ 18240
สระบุรี,อำเภอเฉลิมพระเกียรติ,หน้าพระลาน,18240,
ชลบุรี,อำเภอเมืองชลบุรี,บางปลาสร้อย,20000,
ชลบุรี,อำเภอเมืองชลบุรี,มะขามหย่ง,20000,
ชลบุรี,อำเภอเมืองชลบุรี,บ้านโขด,20000,
ชลบุรี,อำเภอเมืองชลบุรี,แสนสุข,20130,ยกเว้น ภายในมหาวิทยาลัยบูรพา เฉพาะหน่วยงานราชการ หอพัก ใช้รหัสไปรษณีย์ 20131
ชลบุรี,อำเภอเมืองชลบุรี,บ้านสวน,20000,
ชลบุรี,อำเภอเมืองชลบุรี,หนองรี,20000,
ชลบุรี,อำเภอเมืองชลบุรี,นาป่า,20000,
ชลบุรี,อำเภอเมืองชลบุรี,หนองข้างคอก,20000,
ชลบุรี,อำเภอเมืองชลบุรี,ดอนหัวฬ่อ,20000,
ชลบุรี,อำเภอเมืองชลบุรี,หนองไม้แดง,20000,
ชลบุรี,อำเภอเมืองชลบุรี,บางทราย,20000,
ชลบุรี,อำเภอเมืองชลบุรี,คลองตำหรุ,20000,
ชลบุรี,อำเภอเมืองชลบุรี,เหมือง,20130,
ชลบุรี,อำเภอเมืองชลบุรี,บ้านปึก,20130,
ชลบุรี,อำเภอเมืองชลบุรี,ห้วยกะปิ,20000,ยกเว้น ต.ห้วยกะปิ เฉพาะหมู่ที่ 4-5 ใช้รหัสไปรษณีย์ 20130
ชลบุรี,อำเภอเมืองชลบุรี,เสม็ด,20000,ยกเว้น ต.เสม็ด เฉพาะหมู่ที่ 7-8 ใช้รหัสไปรษณีย์ 20130
ชลบุรี,อำเภอเมืองชลบุรี,อ่างศิลา,20000,
ชลบุรี,อำเภอเมืองชลบุรี,สำนักบก,20000,
ชลบุรี,อำเภอบ้านบึง,บ้านบึง,20170,
ชลบุรี,อำเภอบ้านบึง,คลองกิ่ว,20220,
ชลบุรี,อำเภอบ้านบึง,มาบไผ่,20170,
ชลบุรี,อำเภอบ้านบึง,หนองซ้ำซาก,20170,
ชลบุรี,อำเภอบ้านบึง,หนองบอนแดง,20170,
ชลบุรี,อำเภอบ้านบึง,หนองชาก,20170,
ชลบุรี,อำเภอบ้านบึง,หนองอิรุณ,20220,
ชลบุรี,อำเภอบ้านบึง,หนองไผ่แก้ว,20220,
ชลบุรี,อำเภอหนองใหญ่,หนองใหญ่,20190,
ชลบุรี,อำเภอหนองใหญ่,คลองพลู,20190,
ชลบุรี,อำเภอหนองใหญ่,หนองเสือช้าง,20190,
ชลบุรี,อำเภอหนองใหญ่,ห้างสูง,20190,
ชลบุรี,อำเภอหนองใหญ่,เขาซก,20190,
ชลบุรี,อำเภอบางละมุง,บางละมุง,20150,
ชลบุรี,อำเภอบางละมุง,หนองปรือ,20150,
ชลบุรี,อำเภอบางละมุง,หนองปลาไหล,20150,
ชลบุรี,อำเภอบางละมุง,โป่ง,20150,
ชลบุรี,อำเภอบางละมุง,เขาไม้แก้ว,20150,
ชลบุรี,อำเภอบางละมุง,ห้วยใหญ่,20150,
ชลบุรี,อำเภอบางละมุง,ตะเคียนเตี้ย,20150,
ชลบุรี,อำเภอบางละมุง,นาเกลือ,20150,
ชลบุรี,อำเภอพานทอง,พานทอง,20160,
ชลบุรี,อำเภอพานทอง,หนองตำลึง,20160,
ชลบุรี,อำเภอพานทอง,มาบโป่ง,20160,
ชลบุรี,อำเภอพานทอง,หนองกะขะ,20160,
ชลบุรี,อำเภอพานทอง,หนองหงษ์,20160,
ชลบุรี,อำเภอพานทอง,โคกขี้หนอน,20160,
ชลบุรี,อำเภอพานทอง,บ้านเก่า,20160,
ชลบุรี,อำเภอพานทอง,หน้าประดู่,20160,
ชลบุรี,อำเภอพานทอง,บางนาง,20160,
ชลบุรี,อำเภอพานทอง,เกาะลอย,20160,
ชลบุรี,อำเภอพานทอง,บางหัก,20160,
ชลบุรี,อำเภอพนัสนิคม,พนัสนิคม,20140,
ชลบุรี,อำเภอพนัสนิคม,หน้าพระธาตุ,20140,
ชลบุรี,อำเภอพนัสนิคม,วัดหลวง,20140,
ชลบุรี,อำเภอพนัสนิคม,บ้านเซิด,20140,
ชลบุรี,อำเภอพนัสนิคม,นาเริก,20140,"ยกเว้น ต.นาเริก เฉพาะหมู่ที่ 4-5, 8-11,14-15 ใช้รหัสไปรษณีย์ 20240"
ชลบุรี,อำเภอพนัสนิคม,หมอนนาง,20140,
ชลบุรี,อำเภอพนัสนิคม,สระสี่เหลี่ยม,20140,
ชลบุรี,อำเภอพนัสนิคม,วัดโบสถ์,20140,
ชลบุรี,อำเภอพนัสนิคม,กุฎโง้ง,20140,
ชลบุรี,อำเภอพนัสนิคม,หัวถนน,20140,
ชลบุรี,อำเภอพนัสนิคม,ท่าข้าม,20140,
ชลบุรี,อำเภอพนัสนิคม,หนองปรือ,20140,
ชลบุรี,อำเภอพนัสนิคม,หนองขยาด,20140,
ชลบุรี,อำเภอพนัสนิคม,ทุ่งขวาง,20140,
ชลบุรี,อำเภอพนัสนิคม,หนองเหียง,20140,
ชลบุรี,อำเภอพนัสนิคม,นาวังหิน,20140,"ยกเว้น ต.นาวังหิน เฉพาะหมู่ที่ 4-6,10-11 ใช้รหัสไปรษณีย์ 20240"
ชลบุรี,อำเภอพนัสนิคม,บ้านช้าง,20140,
ชลบุรี,อำเภอพนัสนิคม,โคกเพลาะ,20140,
ชลบุรี,อำเภอพนัสนิคม,ไร่หลักทอง,20140,
ชลบุรี,อำเภอพนัสนิคม,นามะตูม,20140,
ชลบุรี,อำเภอศรีราชา,ศรีราชา,20110,
ชลบุรี,อำเภอศรีราชา,สุรศักดิ์,20110,
ชลบุรี,อำเภอศรีราชา,ทุ่งสุขลา,20230,
ชลบุรี,อำเภอศรีราชา,บึง,20230,
ชลบุรี,อำเภอศรีราชา,หนองขาม,20110,"ยกเว้น หมู่ที่ 1,5,10-11 (ไม่รวมบ้านหนองเลง บ้านหนองค้อ และบ้านไข่มุก) ต.หนองขาม ใช้รหัสไปรษณีย์ 20230"
ชลบุรี,อำเภอศรีราชา,เขาคันทรง,20110,
ชลบุรี,อำเภอศรีราชา,บางพระ,20110,
ชลบุรี,อำเภอศรีราชา,บ่อวิน,20230,
ชลบุรี,อำเภอเกาะสีชัง,ท่าเทววงษ์,20120,
ชลบุรี,อำเภอสัตหีบ,สัตหีบ,20180,
ชลบุรี,อำเภอสัตหีบ,นาจอมเทียน,20250,
ชลบุรี,อำเภอสัตหีบ,พลูตาหลวง,20180,
ชลบุรี,อำเภอสัตหีบ,บางเสร่,20250,
ชลบุรี,อำเภอสัตหีบ,แสมสาร,20180,
ชลบุรี,อำเภอบ่อทอง,บ่อทอง,20270,
ชลบุรี,อำเภอบ่อทอง,วัดสุวรรณ,20270,
ชลบุรี,อำเภอบ่อทอง,บ่อกวางทอง,20270,
ชลบุรี,อำเภอบ่อทอง,ธาตุทอง,20270,
ชลบุรี,อำเภอบ่อทอง,เกษตรสุวรรณ,20270,
ชลบุรี,อำเภอบ่อทอง,พลวงทอง,20270,
ชลบุรี,อำเภอเกาะจันทร์,เกาะจันทร์,20240,
ชลบุรี,อำเภอเกาะจันทร์,ท่าบุญมี,20240,
ระยอง,อำเภอเมืองระยอง,ท่าประดู่,21000,
ระยอง,อำเภอเมืองระยอง,เชิงเนิน,21000,
ระยอง,อำเภอเมืองระยอง,ตะพง,21000,
ระยอง,อำเภอเมืองระยอง,ปากน้ำ,21000,
ระยอง,อำเภอเมืองระยอง,เพ,21160,
ระยอง,อำเภอเมืองระยอง,แกลง,21160,
ระยอง,อำเภอเมืองระยอง,บ้านแลง,21000,
ระยอง,อำเภอเมืองระยอง,นาตาขวัญ,21000,
ระยอง,อำเภอเมืองระยอง,เนินพระ,21000,ยกเว้น ต.เนินพระ เฉพาะหมู่ที่ 4-7 ใช้รหัสไปรษณีย์ 21150
ระยอง,อำเภอเมืองระยอง,กะเฉด,21100,
ระยอง,อำเภอเมืองระยอง,ทับมา,21000,
ระยอง,อำเภอเมืองระยอง,น้ำคอก,21000,
ระยอง,อำเภอเมืองระยอง,ห้วยโป่ง,21150,
ระยอง,อำเภอเมืองระยอง,มาบตาพุด,21150,
ระยอง,อำเภอเมืองระยอง,สำนักทอง,21100,
ระยอง,อำเภอบ้านฉาง,สำนักท้อน,21130,
ระยอง,อำเภอบ้านฉาง,พลา,21130,
ระยอง,อำเภอบ้านฉาง,บ้านฉาง,21130,
ระยอง,อำเภอแกลง,ทางเกวียน,21110,
ระยอง,อำเภอแกลง,วังหว้า,21110,
ระยอง,อำเภอแกลง,ชากโดน,21110,
ระยอง,อำเภอแกลง,เนินฆ้อ,21110,
ระยอง,อำเภอแกลง,กร่ำ,21190,
ระยอง,อำเภอแกลง,ชากพง,21190,
ระยอง,อำเภอแกลง,กระแสบน,21110,
ระยอง,อำเภอแกลง,บ้านนา,21110,
ระยอง,อำเภอแกลง,ทุ่งควายกิน,21110,
ระยอง,อำเภอแกลง,กองดิน,22160,
ระยอง,อำเภอแกลง,คลองปูน,21170,
ระยอง,อำเภอแกลง,พังราด,21170,
ระยอง,อำเภอแกลง,ปากน้ำกระแส,21170,
ระยอง,อำเภอแกลง,ห้วยยาง,21110,
ระยอง,อำเภอแกลง,สองสลึง,21110,
ระยอง,อำเภอวังจันทร์,วังจันทร์,21210,
ระยอง,อำเภอวังจันทร์,ชุมแสง,21210,
ระยอง,อำเภอวังจันทร์,ป่ายุบใน,21210,
ระยอง,อำเภอวังจันทร์,พลงตาเอี่ยม,21210,
ระยอง,อำเภอบ้านค่าย,บ้านค่าย,21120,
ระยอง,อำเภอบ้านค่าย,หนองละลอก,21120,
ระยอง,อำเภอบ้านค่าย,หนองตะพาน,21120,
ระยอง,อำเภอบ้านค่าย,ตาขัน,21120,
ระยอง,อำเภอบ้านค่าย,บางบุตร,21120,
ระยอง,อำเภอบ้านค่าย,หนองบัว,21120,
ระยอง,อำเภอบ้านค่าย,ชากบก,21120,
ระยอง,อำเภอปลวกแดง,ปลวกแดง,21140,
ระยอง,อำเภอปลวกแดง,ตาสิทธิ์,21140,
ระยอง,อำเภอปลวกแดง,ละหาร,21140,
ระยอง,อำเภอปลวกแดง,แม่น้ำคู้,21140,
ระยอง,อำเภอปลวกแดง,มาบยางพร,21140,
ระยอง,อำเภอปลวกแดง,หนองไร่,21140,
ระยอง,อำเภอเขาชะเมา,น้ำเป็น,21110,
ระยอง,อำเภอเขาชะเมา,ห้วยทับมอญ,21110,
ระยอง,อำเภอเขาชะเมา,ชำฆ้อ,21110,
ระยอง,อำเภอเขาชะเมา,เขาน้อย,21110,
ระยอง,อำเภอนิคมพัฒนา,นิคมพัฒนา,21180,
ระยอง,อำเภอนิคมพัฒนา,มาบข่า,21180,
ระยอง,อำเภอนิคมพัฒนา,พนานิคม,21180,
ระยอง,อำเภอนิคมพัฒนา,มะขามคู่,21180,
จันทบุรี,อำเภอเมืองจันทบุรี,ตลาด,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,วัดใหม่,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,คลองนารายณ์,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,เกาะขวาง,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,คมบาง,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,ท่าช้าง,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,จันทนิมิต,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,บางกะจะ,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,แสลง,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,หนองบัว,22000,
จันทบุรี,อำเภอเมืองจันทบุรี,พลับพลา,22000,
จันทบุรี,อำเภอขลุง,ขลุง,22110,
จันทบุรี,อำเภอขลุง,บ่อ,22110,
จันทบุรี,อำเภอขลุง,เกวียนหัก,22110,
จันทบุรี,อำเภอขลุง,ตะปอน,22110,
จันทบุรี,อำเภอขลุง,บางชัน,22110,
จันทบุรี,อำเภอขลุง,วันยาว,22110,
จันทบุรี,อำเภอขลุง,ซึ้ง,22110,
จันทบุรี,อำเภอขลุง,มาบไพ,22110,
จันทบุรี,อำเภอขลุง,วังสรรพรส,22110,
จันทบุรี,อำเภอขลุง,ตรอกนอง,22110,
จันทบุรี,อำเภอขลุง,ตกพรม,22110,
จันทบุรี,อำเภอขลุง,บ่อเวฬุ,22150,
จันทบุรี,อำเภอท่าใหม่,ท่าใหม่,22120,
จันทบุรี,อำเภอท่าใหม่,ยายร้า,22120,
จันทบุรี,อำเภอท่าใหม่,สีพยา,22120,
จันทบุรี,อำเภอท่าใหม่,บ่อพุ,22120,
จันทบุรี,อำเภอท่าใหม่,พลอยแหวน,22120,
จันทบุรี,อำเภอท่าใหม่,เขาวัว,22120,
จันทบุรี,อำเภอท่าใหม่,เขาบายศรี,22120,
จันทบุรี,อำเภอท่าใหม่,สองพี่น้อง,22120,
จันทบุรี,อำเภอท่าใหม่,ทุ่งเบญจา,22170,
จันทบุรี,อำเภอท่าใหม่,รำพัน,22170,
จันทบุรี,อำเภอท่าใหม่,โขมง,22170,
จันทบุรี,อำเภอท่าใหม่,ตะกาดเง้า,22120,
จันทบุรี,อำเภอท่าใหม่,คลองขุด,22120,
จันทบุรี,อำเภอท่าใหม่,เขาแก้ว,22170,
จันทบุรี,อำเภอโป่งน้ำร้อน,ทับไทร,22140,
จันทบุรี,อำเภอโป่งน้ำร้อน,โป่งน้ำร้อน,22140,
จันทบุรี,อำเภอโป่งน้ำร้อน,หนองตาคง,22140,
จันทบุรี,อำเภอโป่งน้ำร้อน,เทพนิมิต,22140,
จันทบุรี,อำเภอโป่งน้ำร้อน,คลองใหญ่,22140,
จันทบุรี,อำเภอมะขาม,มะขาม,22150,
จันทบุรี,อำเภอมะขาม,ท่าหลวง,22150,
จันทบุรี,อำเภอมะขาม,ปัถวี,22150,
จันทบุรี,อำเภอมะขาม,วังแซ้ม,22150,
จันทบุรี,อำเภอมะขาม,ฉมัน,22150,
จันทบุรี,อำเภอมะขาม,อ่างคีรี,22150,
จันทบุรี,อำเภอแหลมสิงห์,ปากน้ำแหลมสิงห์,22130,
จันทบุรี,อำเภอแหลมสิงห์,เกาะเปริด,22130,
จันทบุรี,อำเภอแหลมสิงห์,หนองชิ่ม,22130,
จันทบุรี,อำเภอแหลมสิงห์,พลิ้ว,22190,
จันทบุรี,อำเภอแหลมสิงห์,คลองน้ำเค็ม,22190,
จันทบุรี,อำเภอแหลมสิงห์,บางสระเก้า,22190,
จันทบุรี,อำเภอแหลมสิงห์,บางกะไชย,22120,
จันทบุรี,อำเภอสอยดาว,ปะตง,22180,
จันทบุรี,อำเภอสอยดาว,ทุ่งขนาน,22180,
จันทบุรี,อำเภอสอยดาว,ทับช้าง,22180,
จันทบุรี,อำเภอสอยดาว,ทรายขาว,22180,
จันทบุรี,อำเภอสอยดาว,สะตอน,22180,
จันทบุรี,อำเภอแก่งหางแมว,แก่งหางแมว,22160,
จันทบุรี,อำเภอแก่งหางแมว,ขุนซ่อง,22160,
จันทบุรี,อำเภอแก่งหางแมว,สามพี่น้อง,22160,
จันทบุรี,อำเภอแก่งหางแมว,พวา,22160,
จันทบุรี,อำเภอแก่งหางแมว,เขาวงกต,22160,
จันทบุรี,อำเภอนายายอาม,นายายอาม,22160,
จันทบุรี,อำเภอนายายอาม,วังโตนด,22170,
จันทบุรี,อำเภอนายายอาม,กระแจะ,22170,
จันทบุรี,อำเภอนายายอาม,สนามไชย,22170,
จันทบุรี,อำเภอนายายอาม,ช้างข้าม,22160,
จันทบุรี,อำเภอนายายอาม,วังใหม่,22170,
จันทบุรี,อำเภอเขาคิชฌกูฏ,ชากไทย,22210,
จันทบุรี,อำเภอเขาคิชฌกูฏ,พลวง,22210,
จันทบุรี,อำเภอเขาคิชฌกูฏ,ตะเคียนทอง,22210,
จันทบุรี,อำเภอเขาคิชฌกูฏ,คลองพลู,22210,
จันทบุรี,อำเภอเขาคิชฌกูฏ,จันทเขลม,22210,
ตราด,อำเภอเมืองตราด,บางพระ,23000,
ตราด,อำเภอเมืองตราด,หนองเสม็ด,23000,
ตราด,อำเภอเมืองตราด,หนองโสน,23000,
ตราด,อำเภอเมืองตราด,หนองคันทรง,23000,
ตราด,อำเภอเมืองตราด,ห้วงน้ำขาว,23000,
ตราด,อำเภอเมืองตราด,อ่าวใหญ่,23000,
ตราด,อำเภอเมืองตราด,วังกระแจะ,23000,
ตราด,อำเภอเมืองตราด,ห้วยแร้ง,23000,
ตราด,อำเภอเมืองตราด,เนินทราย,23000,
ตราด,อำเภอเมืองตราด,ท่าพริก,23000,
ตราด,อำเภอเมืองตราด,ท่ากุ่ม,23000,
ตราด,อำเภอเมืองตราด,ตะกาง,23000,
ตราด,อำเภอเมืองตราด,ชำราก,23000,
ตราด,อำเภอเมืองตราด,แหลมกลัด,23000,
ตราด,อำเภอคลองใหญ่,คลองใหญ่,23110,
ตราด,อำเภอคลองใหญ่,ไม้รูด,23110,
ตราด,อำเภอคลองใหญ่,หาดเล็ก,23110,
ตราด,อำเภอเขาสมิง,เขาสมิง,23130,
ตราด,อำเภอเขาสมิง,แสนตุ้ง,23150,
ตราด,อำเภอเขาสมิง,วังตะเคียน,23130,
ตราด,อำเภอเขาสมิง,ท่าโสม,23150,
ตราด,อำเภอเขาสมิง,สะตอ,23150,
ตราด,อำเภอเขาสมิง,ประณีต,23150,
ตราด,อำเภอเขาสมิง,เทพนิมิต,23150,
ตราด,อำเภอเขาสมิง,ทุ่งนนทรี,23130,
ตราด,อำเภอบ่อไร่,บ่อพลอย,23140,
ตราด,อำเภอบ่อไร่,ช้างทูน,23140,
ตราด,อำเภอบ่อไร่,ด่านชุมพล,23140,
ตราด,อำเภอบ่อไร่,หนองบอน,23140,
ตราด,อำเภอบ่อไร่,นนทรีย์,23140,
ตราด,อำเภอแหลมงอบ,แหลมงอบ,23120,
ตราด,อำเภอแหลมงอบ,น้ำเชี่ยว,23120,
ตราด,อำเภอแหลมงอบ,บางปิด,23120,
ตราด,อำเภอแหลมงอบ,คลองใหญ่,23120,
ตราด,อำเภอเกาะกูด,เกาะหมาก,23000,
ตราด,อำเภอเกาะกูด,เกาะกูด,23000,
ตราด,อำเภอเกาะช้าง,เกาะช้าง,23170,
ตราด,อำเภอเกาะช้าง,เกาะช้างใต้,23170,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,หน้าเมือง,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,ท่าไข่,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บ้านใหม่,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองนา,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางตีนเป็ด,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางไผ่,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองจุกกระเฌอ,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางแก้ว,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางขวัญ,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองนครเนื่องเขต,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,วังตะเคียน,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,โสธร,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางพระ,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางกะไห,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,หนามแดง,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองเปรง,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองอุดมชลจร,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,คลองหลวงแพ่ง,24000,
ฉะเชิงเทรา,อำเภอเมืองฉะเชิงเทรา,บางเตย,24000,
ฉะเชิงเทรา,อำเภอบางคล้า,บางคล้า,24110,
ฉะเชิงเทรา,อำเภอบางคล้า,บางสวน,24110,
ฉะเชิงเทรา,อำเภอบางคล้า,บางกระเจ็ด,24110,
ฉะเชิงเทรา,อำเภอบางคล้า,ปากน้ำ,24110,
ฉะเชิงเทรา,อำเภอบางคล้า,ท่าทองหลาง,24110,
ฉะเชิงเทรา,อำเภอบางคล้า,สาวชะโงก,24110,
ฉะเชิงเทรา,อำเภอบางคล้า,เสม็ดเหนือ,24110,
ฉะเชิงเทรา,อำเภอบางคล้า,เสม็ดใต้,24110,
ฉะเชิงเทรา,อำเภอบางคล้า,หัวไทร,24110,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,บางน้ำเปรี้ยว,24150,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,บางขนาก,24150,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,สิงโตทอง,24150,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,หมอนทอง,24150,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,บึงน้ำรักษ์,24170,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,ดอนเกาะกา,24170,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,โยธะกา,24150,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,ดอนฉิมพลี,24170,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,ศาลาแดง,24000,
ฉะเชิงเทรา,อำเภอบางน้ำเปรี้ยว,โพรงอากาศ,24150,
ฉะเชิงเทรา,อำเภอบางปะกง,บางปะกง,24130,
ฉะเชิงเทรา,อำเภอบางปะกง,ท่าสะอ้าน,24130,
